time,turbine_id,temperature_2m,pressure_msl,wind_speed_100m,wind_direction_100m,air_density_kg_m3
2024-08-20 15:00:00+00:00,T03,30.35,1008.5,4.65,197,1.158
2024-08-20 16:00:00+00:00,T03,30.09,1011.2,2.36,240,1.162
2024-08-20 17:00:00+00:00,T03,27.82,1011.4,1.91,228,1.171
2024-08-20 18:00:00+00:00,T03,28.88,1011.5,0.74,183,1.167
2024-08-20 19:00:00+00:00,T03,26.33,1012.2,6.23,183,1.177
2024-08-20 20:00:00+00:00,T03,24.91,1011.5,1.91,194,1.182
2024-08-20 21:00:00+00:00,T03,24.82,1012.3,2.33,202,1.184
2024-08-20 22:00:00+00:00,T03,24.61,1009.7,4.87,200,1.181
2024-08-20 23:00:00+00:00,T03,24.97,1010.7,5.75,236,1.181
2024-08-21 00:00:00+00:00,T03,26.78,1010.9,5.64,235,1.174
2024-08-21 01:00:00+00:00,T03,25.25,1012.3,5.83,255,1.182
2024-08-21 02:00:00+00:00,T03,25.3,1013.5,4.13,233,1.183
2024-08-21 03:00:00+00:00,T03,28.82,1011.1,6.87,216,1.166
2024-08-21 04:00:00+00:00,T03,29.59,1012.4,5.87,243,1.165
2024-08-21 05:00:00+00:00,T03,31.38,1011.5,3.69,211,1.157
2024-08-21 06:00:00+00:00,T03,33.04,1012.0,7.96,232,1.151
2024-08-21 07:00:00+00:00,T03,33.38,1015.5,4.94,218,1.154
2024-08-21 08:00:00+00:00,T03,34.7,1013.6,6.69,267,1.147
2024-08-21 09:00:00+00:00,T03,33.61,1015.5,2.85,174,1.153
2024-08-21 10:00:00+00:00,T03,35.06,1014.6,2.48,256,1.147
2024-08-21 11:00:00+00:00,T03,34.02,1013.7,3.43,266,1.15
2024-08-21 12:00:00+00:00,T03,33.47,1011.9,2.76,233,1.15
2024-08-21 13:00:00+00:00,T03,34.2,1016.5,5.19,246,1.152
2024-08-21 14:00:00+00:00,T03,33.06,1014.2,1.2,243,1.154
2024-08-21 15:00:00+00:00,T03,29.83,1013.0,3.97,271,1.165
2024-08-21 16:00:00+00:00,T03,29.06,1014.8,2.08,278,1.17
2024-08-21 17:00:00+00:00,T03,29.11,1014.7,4.43,237,1.17
2024-08-21 18:00:00+00:00,T03,28.37,1014.5,4.54,277,1.172
2024-08-21 19:00:00+00:00,T03,25.95,1013.9,3.46,224,1.181
2024-08-21 20:00:00+00:00,T03,25.84,1014.9,7.32,238,1.183
2024-08-21 21:00:00+00:00,T03,23.68,1013.9,4.91,242,1.19
2024-08-21 22:00:00+00:00,T03,27.01,1015.6,6.81,193,1.179
2024-08-21 23:00:00+00:00,T03,25.51,1014.1,3.84,231,1.183
2024-08-22 00:00:00+00:00,T03,26.7,1014.5,6.05,200,1.179
2024-08-22 01:00:00+00:00,T03,27.07,1015.6,6.93,235,1.178
2024-08-22 02:00:00+00:00,T03,28.19,1015.0,6.79,198,1.173
2024-08-22 03:00:00+00:00,T03,29.37,1016.3,6.56,168,1.17
2024-08-22 04:00:00+00:00,T03,29.69,1015.0,5.71,178,1.168
2024-08-22 05:00:00+00:00,T03,31.96,1015.2,2.23,203,1.159
2024-08-22 06:00:00+00:00,T03,32.31,1013.5,5.76,216,1.156
2024-08-22 07:00:00+00:00,T03,34.33,1016.0,5.57,215,1.151
2024-08-22 08:00:00+00:00,T03,33.76,1013.5,6.67,185,1.15
2024-08-22 09:00:00+00:00,T03,34.23,1015.1,7.71,225,1.15
2024-08-22 10:00:00+00:00,T03,35.74,1013.3,9.81,187,1.143
2024-08-22 11:00:00+00:00,T03,36.38,1014.6,6.78,193,1.142
2024-08-22 12:00:00+00:00,T03,34.63,1014.8,7.45,227,1.149
2024-08-22 13:00:00+00:00,T03,32.65,1012.6,6.42,198,1.154
2024-08-22 14:00:00+00:00,T03,32.44,1013.4,6.59,161,1.155
2024-08-22 15:00:00+00:00,T03,30.73,1011.0,5.91,217,1.159
2024-08-22 16:00:00+00:00,T03,31.77,1015.1,5.03,204,1.16
2024-08-22 17:00:00+00:00,T03,29.69,1013.3,5.27,199,1.166
2024-08-22 18:00:00+00:00,T03,28.58,1011.7,6.19,238,1.168
2024-08-22 19:00:00+00:00,T03,26.85,1012.6,8.19,201,1.176
2024-08-22 20:00:00+00:00,T03,25.2,1014.1,6.58,235,1.184
2024-08-22 21:00:00+00:00,T03,26.33,1013.6,8.59,216,1.179
2024-08-22 22:00:00+00:00,T03,26.66,1013.8,4.2,283,1.178
2024-08-22 23:00:00+00:00,T03,25.68,1011.2,7.06,176,1.179
2024-08-23 00:00:00+00:00,T03,25.88,1011.3,7.79,223,1.178
2024-08-23 01:00:00+00:00,T03,27.7,1013.8,7.38,228,1.174
2024-08-23 02:00:00+00:00,T03,27.0,1010.9,5.16,258,1.173
2024-08-23 03:00:00+00:00,T03,29.36,1010.0,4.54,221,1.163
2024-08-23 04:00:00+00:00,T03,29.36,1010.5,4.32,213,1.164
2024-08-23 05:00:00+00:00,T03,30.04,1009.9,6.72,265,1.16
2024-08-23 06:00:00+00:00,T03,32.83,1011.9,10.96,218,1.152
2024-08-23 07:00:00+00:00,T03,34.1,1011.1,7.19,237,1.146
2024-08-23 08:00:00+00:00,T03,36.16,1011.1,4.79,240,1.139
2024-08-23 09:00:00+00:00,T03,34.6,1011.1,6.07,250,1.145
2024-08-23 10:00:00+00:00,T03,35.06,1011.5,5.21,206,1.143
2024-08-23 11:00:00+00:00,T03,33.99,1011.9,5.45,220,1.148
2024-08-23 12:00:00+00:00,T03,32.42,1009.6,4.2,236,1.151
2024-08-23 13:00:00+00:00,T03,32.23,1010.0,2.87,243,1.152
2024-08-23 14:00:00+00:00,T03,32.81,1009.7,3.19,262,1.15
2024-08-23 15:00:00+00:00,T03,30.17,1010.7,4.52,251,1.161
2024-08-23 16:00:00+00:00,T03,30.81,1009.1,4.86,250,1.157
2024-08-23 17:00:00+00:00,T03,30.05,1008.0,5.71,224,1.158
2024-08-23 18:00:00+00:00,T03,27.07,1009.5,2.26,268,1.171
2024-08-23 19:00:00+00:00,T03,27.94,1008.7,6.01,214,1.167
2024-08-23 20:00:00+00:00,T03,25.69,1010.3,4.55,220,1.178
2024-08-23 21:00:00+00:00,T03,26.41,1009.9,4.83,189,1.174
2024-08-23 22:00:00+00:00,T03,25.06,1008.3,6.69,193,1.178
2024-08-23 23:00:00+00:00,T03,25.88,1008.4,5.0,247,1.175
2024-08-24 00:00:00+00:00,T03,24.55,1009.0,5.41,217,1.181
2024-08-24 01:00:00+00:00,T03,26.76,1007.7,6.46,170,1.171
2024-08-24 02:00:00+00:00,T03,27.24,1009.1,7.11,218,1.17
2024-08-24 03:00:00+00:00,T03,28.33,1010.0,7.09,199,1.167
2024-08-24 04:00:00+00:00,T03,30.39,1009.2,7.77,182,1.158
2024-08-24 05:00:00+00:00,T03,31.43,1008.0,6.99,220,1.153
2024-08-24 06:00:00+00:00,T03,32.72,1007.9,4.98,201,1.148
2024-08-24 07:00:00+00:00,T03,34.2,1009.8,9.48,200,1.145
2024-08-24 08:00:00+00:00,T03,34.99,1008.4,5.21,227,1.14
2024-08-24 09:00:00+00:00,T03,33.71,1010.2,5.41,193,1.147
2024-08-24 10:00:00+00:00,T03,35.16,1010.3,3.59,223,1.142
2024-08-24 11:00:00+00:00,T03,35.21,1008.8,1.15,191,1.14
2024-08-24 12:00:00+00:00,T03,33.84,1008.4,2.59,195,1.144
2024-08-24 13:00:00+00:00,T03,34.1,1010.0,4.5,232,1.145
2024-08-24 14:00:00+00:00,T03,31.42,1009.3,4.69,209,1.154
2024-08-24 15:00:00+00:00,T03,32.67,1010.1,4.29,198,1.151
2024-08-24 16:00:00+00:00,T03,29.73,1011.1,4.74,197,1.163
2024-08-24 17:00:00+00:00,T03,28.59,1010.2,5.24,212,1.166
2024-08-24 18:00:00+00:00,T03,28.93,1010.7,5.21,164,1.166
2024-08-24 19:00:00+00:00,T03,26.14,1010.6,4.27,212,1.176
2024-08-24 20:00:00+00:00,T03,26.46,1009.4,4.91,210,1.174
2024-08-24 21:00:00+00:00,T03,24.22,1011.3,5.2,183,1.185
2024-08-24 22:00:00+00:00,T03,24.18,1010.9,3.98,189,1.184
2024-08-24 23:00:00+00:00,T03,24.03,1010.1,7.86,246,1.184
2024-08-25 00:00:00+00:00,T03,25.32,1012.4,4.56,188,1.182
2024-08-25 01:00:00+00:00,T03,27.47,1011.9,6.53,278,1.173
2024-08-25 02:00:00+00:00,T03,27.77,1012.6,6.97,199,1.172
2024-08-25 03:00:00+00:00,T03,29.96,1010.3,3.67,229,1.161
2024-08-25 04:00:00+00:00,T03,28.96,1013.4,8.07,171,1.169
2024-08-25 05:00:00+00:00,T03,30.11,1013.2,6.93,236,1.164
2024-08-25 06:00:00+00:00,T03,32.16,1013.8,7.32,226,1.157
2024-08-25 07:00:00+00:00,T03,34.18,1012.9,6.42,253,1.148
2024-08-25 08:00:00+00:00,T03,34.6,1012.3,4.8,247,1.146
2024-08-25 09:00:00+00:00,T03,34.67,1014.0,6.74,234,1.148
2024-08-25 10:00:00+00:00,T03,35.66,1013.2,6.76,298,1.143
2024-08-25 11:00:00+00:00,T03,34.83,1016.3,7.23,260,1.15
2024-08-25 12:00:00+00:00,T03,34.23,1013.9,6.4,218,1.149
2024-08-25 13:00:00+00:00,T03,34.88,1015.2,3.46,250,1.148
2024-08-25 14:00:00+00:00,T03,31.98,1012.8,7.28,171,1.156
2024-08-25 15:00:00+00:00,T03,31.45,1013.4,6.35,220,1.159
2024-08-25 16:00:00+00:00,T03,31.21,1013.9,6.23,268,1.16
2024-08-25 17:00:00+00:00,T03,28.67,1015.3,5.74,226,1.172
2024-08-25 18:00:00+00:00,T03,28.27,1015.9,4.57,236,1.174
2024-08-25 19:00:00+00:00,T03,26.17,1014.6,6.46,213,1.181
2024-08-25 20:00:00+00:00,T03,27.66,1013.4,5.49,252,1.174
2024-08-25 21:00:00+00:00,T03,23.13,1016.4,10.53,235,1.195
2024-08-25 22:00:00+00:00,T03,23.95,1013.4,6.85,228,1.188
2024-08-25 23:00:00+00:00,T03,24.05,1015.9,5.44,250,1.191
2024-08-26 00:00:00+00:00,T03,26.97,1016.7,6.15,261,1.18
2024-08-26 01:00:00+00:00,T03,26.71,1015.9,9.46,233,1.18
2024-08-26 02:00:00+00:00,T03,27.45,1015.8,6.22,166,1.177
2024-08-26 03:00:00+00:00,T03,27.79,1014.0,3.84,215,1.174
2024-08-26 04:00:00+00:00,T03,30.4,1017.4,9.55,212,1.168
2024-08-26 05:00:00+00:00,T03,31.51,1014.6,7.86,171,1.16
2024-08-26 06:00:00+00:00,T03,31.69,1016.0,6.29,163,1.161
2024-08-26 07:00:00+00:00,T03,32.15,1014.1,7.4,189,1.157
2024-08-26 08:00:00+00:00,T03,33.48,1014.4,5.28,191,1.152
2024-08-26 09:00:00+00:00,T03,35.03,1013.2,3.93,196,1.145
2024-08-26 10:00:00+00:00,T03,35.4,1013.5,6.95,184,1.144
2024-08-26 11:00:00+00:00,T03,34.64,1014.6,4.4,200,1.148
2024-08-26 12:00:00+00:00,T03,34.49,1015.1,5.81,203,1.149
2024-08-26 13:00:00+00:00,T03,31.88,1015.4,4.36,198,1.16
2024-08-26 14:00:00+00:00,T03,32.42,1013.7,5.57,208,1.156
2024-08-26 15:00:00+00:00,T03,30.38,1013.4,4.34,191,1.163
2024-08-26 16:00:00+00:00,T03,29.31,1013.5,1.44,160,1.167
2024-08-26 17:00:00+00:00,T03,29.05,1014.8,4.84,201,1.17
2024-08-26 18:00:00+00:00,T03,27.29,1012.4,3.38,227,1.174
2024-08-26 19:00:00+00:00,T03,25.42,1013.7,5.64,268,1.183
2024-08-26 20:00:00+00:00,T03,26.75,1010.8,4.46,161,1.174
2024-08-26 21:00:00+00:00,T03,25.16,1011.2,6.74,205,1.181
2024-08-26 22:00:00+00:00,T03,24.15,1013.2,4.58,189,1.187
2024-08-26 23:00:00+00:00,T03,22.15,1012.6,1.82,227,1.195
2024-08-27 00:00:00+00:00,T03,25.9,1015.6,4.12,198,1.183
2024-08-27 01:00:00+00:00,T03,26.65,1013.8,6.22,222,1.178
2024-08-27 02:00:00+00:00,T03,28.57,1010.6,5.23,255,1.167
2024-08-27 03:00:00+00:00,T03,27.94,1010.5,5.19,203,1.169
2024-08-27 04:00:00+00:00,T03,29.55,1011.3,8.12,227,1.164
2024-08-27 05:00:00+00:00,T03,30.68,1013.0,5.8,275,1.161
2024-08-27 06:00:00+00:00,T03,33.11,1012.3,7.21,254,1.151
2024-08-27 07:00:00+00:00,T03,32.55,1011.2,5.5,196,1.152
2024-08-27 08:00:00+00:00,T03,33.88,1009.2,2.74,283,1.145
2024-08-27 09:00:00+00:00,T03,33.59,1009.5,3.19,219,1.146
2024-08-27 10:00:00+00:00,T03,35.64,1007.3,4.4,246,1.136
2024-08-27 11:00:00+00:00,T03,33.45,1008.9,4.67,223,1.146
2024-08-27 12:00:00+00:00,T03,34.77,1010.3,2.69,224,1.143
2024-08-27 13:00:00+00:00,T03,33.09,1010.4,2.15,218,1.149
2024-08-27 14:00:00+00:00,T03,32.37,1008.6,1.91,253,1.15
2024-08-27 15:00:00+00:00,T03,31.77,1009.8,3.13,219,1.154
2024-08-27 16:00:00+00:00,T03,31.11,1011.0,2.15,204,1.158
2024-08-27 17:00:00+00:00,T03,26.93,1009.5,2.83,213,1.172
2024-08-27 18:00:00+00:00,T03,27.88,1008.1,6.69,233,1.167
2024-08-27 19:00:00+00:00,T03,26.84,1009.3,4.81,186,1.172
2024-08-27 20:00:00+00:00,T03,25.71,1009.4,3.31,249,1.177
2024-08-27 21:00:00+00:00,T03,26.3,1009.2,5.21,206,1.174
2024-08-27 22:00:00+00:00,T03,24.8,1008.6,7.6,242,1.179
2024-08-27 23:00:00+00:00,T03,26.63,1008.1,7.22,258,1.171
2024-08-28 00:00:00+00:00,T03,25.35,1008.9,5.91,222,1.177
2024-08-28 01:00:00+00:00,T03,25.56,1008.6,4.01,236,1.176
2024-08-28 02:00:00+00:00,T03,28.75,1010.7,3.98,201,1.166
2024-08-28 03:00:00+00:00,T03,30.76,1009.7,6.22,202,1.157
2024-08-28 04:00:00+00:00,T03,30.32,1009.8,7.01,158,1.159
2024-08-28 05:00:00+00:00,T03,32.34,1010.7,4.36,198,1.153
2024-08-28 06:00:00+00:00,T03,32.2,1010.8,5.38,192,1.153
2024-08-28 07:00:00+00:00,T03,32.43,1010.8,6.68,148,1.152
2024-08-28 08:00:00+00:00,T03,34.35,1010.2,3.34,210,1.144
2024-08-28 09:00:00+00:00,T03,35.8,1009.2,4.25,239,1.138
2024-08-28 10:00:00+00:00,T03,33.31,1012.3,5.71,211,1.151
2024-08-28 11:00:00+00:00,T03,34.69,1009.1,7.43,229,1.142
2024-08-28 12:00:00+00:00,T03,32.87,1009.4,6.08,196,1.149
2024-08-28 13:00:00+00:00,T03,33.34,1008.7,6.63,174,1.147
2024-08-28 14:00:00+00:00,T03,33.42,1011.1,8.2,204,1.149
2024-08-28 15:00:00+00:00,T03,30.05,1010.7,6.66,190,1.161
2024-08-28 16:00:00+00:00,T03,29.71,1012.0,4.49,172,1.164
2024-08-28 17:00:00+00:00,T03,29.75,1010.8,8.75,226,1.162
2024-08-28 18:00:00+00:00,T03,27.7,1009.0,8.45,208,1.168
2024-08-28 19:00:00+00:00,T03,25.78,1011.2,7.53,188,1.178
2024-08-28 20:00:00+00:00,T03,24.71,1012.5,4.88,208,1.184
2024-08-28 21:00:00+00:00,T03,23.59,1011.3,6.57,212,1.187
2024-08-28 22:00:00+00:00,T03,25.75,1011.2,3.23,231,1.179
2024-08-28 23:00:00+00:00,T03,24.48,1012.1,6.49,258,1.185
2024-08-29 00:00:00+00:00,T03,26.93,1013.1,3.4,213,1.176
2024-08-29 01:00:00+00:00,T03,27.43,1011.8,6.53,184,1.173
2024-08-29 02:00:00+00:00,T03,26.99,1011.6,9.28,261,1.174
2024-08-29 03:00:00+00:00,T03,28.12,1012.0,7.14,288,1.17
2024-08-29 04:00:00+00:00,T03,30.49,1013.0,10.25,219,1.162
2024-08-29 05:00:00+00:00,T03,31.62,1011.4,7.02,206,1.156
2024-08-29 06:00:00+00:00,T03,32.93,1013.8,7.13,201,1.154
2024-08-29 07:00:00+00:00,T03,32.07,1012.4,6.37,231,1.156
2024-08-29 08:00:00+00:00,T03,35.18,1013.6,7.51,242,1.145
2024-08-29 09:00:00+00:00,T03,33.77,1014.0,6.4,239,1.151
2024-08-29 10:00:00+00:00,T03,32.83,1013.5,7.16,256,1.154
2024-08-29 11:00:00+00:00,T03,34.09,1015.6,7.54,220,1.152
2024-08-29 12:00:00+00:00,T03,34.84,1013.5,5.36,225,1.146
2024-08-29 13:00:00+00:00,T03,35.4,1013.8,2.93,205,1.145
2024-08-29 14:00:00+00:00,T03,32.18,1014.5,5.01,265,1.157
2024-08-29 15:00:00+00:00,T03,29.97,1014.8,5.92,268,1.166
2024-08-29 16:00:00+00:00,T03,31.94,1014.3,5.41,262,1.158
2024-08-29 17:00:00+00:00,T03,28.54,1013.0,4.63,218,1.17
2024-08-29 18:00:00+00:00,T03,27.63,1015.6,5.47,262,1.176
2024-08-29 19:00:00+00:00,T03,25.52,1016.0,6.38,243,1.185
2024-08-29 20:00:00+00:00,T03,24.89,1016.8,0.37,252,1.189
2024-08-29 21:00:00+00:00,T03,26.6,1015.1,6.46,239,1.18
2024-08-29 22:00:00+00:00,T03,24.61,1016.0,5.51,211,1.189
2024-08-29 23:00:00+00:00,T03,24.98,1014.3,5.96,217,1.185
2024-08-30 00:00:00+00:00,T03,25.26,1013.7,4.48,181,1.183
2024-08-30 01:00:00+00:00,T03,27.87,1015.4,5.85,198,1.175
2024-08-30 02:00:00+00:00,T03,27.19,1016.4,6.35,208,1.179
2024-08-30 03:00:00+00:00,T03,29.11,1014.0,3.59,187,1.169
2024-08-30 04:00:00+00:00,T03,30.39,1013.9,7.0,214,1.164
2024-08-30 05:00:00+00:00,T03,31.88,1013.5,6.22,244,1.157
2024-08-30 06:00:00+00:00,T03,31.63,1015.7,8.16,187,1.161
2024-08-30 07:00:00+00:00,T03,34.24,1014.0,6.3,176,1.149
2024-08-30 08:00:00+00:00,T03,35.54,1015.4,5.42,181,1.146
2024-08-30 09:00:00+00:00,T03,34.85,1013.8,5.26,205,1.147
2024-08-30 10:00:00+00:00,T03,34.25,1014.3,6.01,247,1.149
2024-08-30 11:00:00+00:00,T03,33.36,1013.8,4.56,199,1.152
2024-08-30 12:00:00+00:00,T03,34.84,1011.1,5.22,207,1.144
2024-08-30 13:00:00+00:00,T03,33.72,1014.1,2.45,173,1.151
2024-08-30 14:00:00+00:00,T03,32.05,1014.9,2.22,211,1.158
2024-08-30 15:00:00+00:00,T03,31.4,1011.5,2.69,216,1.157
2024-08-30 16:00:00+00:00,T03,28.61,1013.1,1.72,186,1.17
2024-08-30 17:00:00+00:00,T03,29.38,1013.4,2.53,197,1.167
2024-08-30 18:00:00+00:00,T03,27.81,1012.6,4.59,193,1.172
2024-08-30 19:00:00+00:00,T03,26.43,1012.7,1.9,225,1.178
2024-08-30 20:00:00+00:00,T03,25.86,1010.0,2.48,250,1.177
2024-08-30 21:00:00+00:00,T03,26.08,1013.1,6.17,222,1.179
2024-08-30 22:00:00+00:00,T03,24.99,1014.3,4.88,222,1.185
2024-08-30 23:00:00+00:00,T03,24.47,1010.6,5.84,223,1.183
2024-08-31 00:00:00+00:00,T03,26.6,1012.8,4.65,202,1.177
2024-08-31 01:00:00+00:00,T03,26.26,1012.9,5.56,203,1.178
2024-08-31 02:00:00+00:00,T03,27.27,1012.1,6.39,218,1.174
2024-08-31 03:00:00+00:00,T03,27.32,1011.3,9.83,224,1.173
2024-08-31 04:00:00+00:00,T03,29.97,1010.6,7.86,224,1.162
2024-08-31 05:00:00+00:00,T03,30.64,1010.9,4.38,263,1.159
2024-08-31 06:00:00+00:00,T03,31.65,1011.0,8.02,246,1.156
2024-08-31 07:00:00+00:00,T03,33.92,1010.7,8.1,267,1.147
2024-08-31 08:00:00+00:00,T03,34.15,1009.0,7.89,251,1.144
2024-08-31 09:00:00+00:00,T03,35.65,1011.4,5.37,227,1.141
2024-08-31 10:00:00+00:00,T03,35.07,1009.8,6.09,239,1.141
2024-08-31 11:00:00+00:00,T03,34.43,1010.3,9.0,197,1.144
2024-08-31 12:00:00+00:00,T03,34.29,1008.9,4.38,276,1.143
2024-08-31 13:00:00+00:00,T03,32.92,1007.7,6.27,222,1.147
2024-08-31 14:00:00+00:00,T03,33.05,1009.8,4.59,230,1.149
2024-08-31 15:00:00+00:00,T03,31.55,1008.7,3.35,274,1.153
2024-08-31 16:00:00+00:00,T03,29.75,1008.7,4.58,208,1.16
2024-08-31 17:00:00+00:00,T03,29.63,1010.1,7.14,219,1.162
2024-08-31 18:00:00+00:00,T03,27.58,1010.3,7.28,225,1.17
2024-08-31 19:00:00+00:00,T03,25.96,1010.0,4.7,221,1.176
2024-08-31 20:00:00+00:00,T03,24.23,1008.4,5.07,232,1.181
2024-08-31 21:00:00+00:00,T03,25.49,1009.1,5.28,232,1.177
2024-08-31 22:00:00+00:00,T03,24.96,1009.0,3.49,243,1.179
2024-08-31 23:00:00+00:00,T03,24.76,1010.1,7.72,221,1.181
2024-08-01 00:00:00+00:00,T04,25.51,1011.8,5.53,261,1.18
2024-08-01 01:00:00+00:00,T04,28.02,1011.5,6.17,258,1.17
2024-08-01 02:00:00+00:00,T04,27.26,1012.6,5.27,217,1.174
2024-08-01 03:00:00+00:00,T04,28.02,1012.5,7.31,252,1.171
2024-08-01 04:00:00+00:00,T04,29.0,1012.1,8.51,254,1.167
2024-08-01 05:00:00+00:00,T04,30.01,1012.9,2.44,223,1.164
2024-08-01 06:00:00+00:00,T04,32.24,1012.5,7.56,238,1.155
2024-08-01 07:00:00+00:00,T04,32.31,1013.5,6.46,225,1.156
2024-08-01 08:00:00+00:00,T04,35.76,1013.3,2.92,250,1.143
2024-08-01 09:00:00+00:00,T04,34.04,1012.6,7.42,285,1.148
2024-08-01 10:00:00+00:00,T04,34.91,1014.9,6.42,217,1.148
2024-08-01 11:00:00+00:00,T04,35.99,1014.7,6.8,205,1.143
2024-08-01 12:00:00+00:00,T04,35.35,1015.0,3.67,268,1.146
2024-08-01 13:00:00+00:00,T04,33.39,1014.8,9.18,241,1.153
2024-08-01 14:00:00+00:00,T04,32.93,1014.6,5.49,193,1.155
2024-08-01 15:00:00+00:00,T04,32.1,1013.3,4.94,217,1.156
2024-08-01 16:00:00+00:00,T04,29.78,1015.8,7.43,222,1.168
2024-08-01 17:00:00+00:00,T04,26.99,1012.3,5.99,222,1.175
2024-08-01 18:00:00+00:00,T04,28.32,1014.0,6.86,249,1.172
2024-08-01 19:00:00+00:00,T04,27.13,1014.6,7.73,259,1.177
2024-08-01 20:00:00+00:00,T04,26.37,1015.9,2.45,227,1.182
2024-08-01 21:00:00+00:00,T04,24.5,1015.0,8.64,235,1.188
2024-08-01 22:00:00+00:00,T04,24.74,1014.7,5.75,216,1.187
2024-08-01 23:00:00+00:00,T04,24.92,1013.1,6.9,253,1.184
2024-08-02 00:00:00+00:00,T04,25.65,1014.6,8.25,253,1.183
2024-08-02 01:00:00+00:00,T04,27.25,1015.3,6.34,216,1.177
2024-08-02 02:00:00+00:00,T04,28.9,1015.3,8.13,201,1.171
2024-08-02 03:00:00+00:00,T04,29.25,1014.5,8.62,265,1.169
2024-08-02 04:00:00+00:00,T04,30.45,1013.9,7.3,238,1.163
2024-08-02 05:00:00+00:00,T04,32.26,1014.5,8.14,189,1.157
2024-08-02 06:00:00+00:00,T04,32.75,1015.7,4.4,161,1.157
2024-08-02 07:00:00+00:00,T04,33.92,1013.1,5.03,203,1.149
2024-08-02 08:00:00+00:00,T04,33.94,1014.8,4.59,230,1.151
2024-08-02 09:00:00+00:00,T04,34.79,1015.7,6.69,193,1.149
2024-08-02 10:00:00+00:00,T04,36.89,1014.3,10.86,194,1.14
2024-08-02 11:00:00+00:00,T04,35.73,1013.9,5.79,188,1.144
2024-08-02 12:00:00+00:00,T04,34.17,1014.8,4.61,218,1.15
2024-08-02 13:00:00+00:00,T04,33.09,1012.7,4.52,236,1.152
2024-08-02 14:00:00+00:00,T04,31.65,1013.6,5.82,173,1.158
2024-08-02 15:00:00+00:00,T04,31.81,1014.9,5.49,198,1.159
2024-08-02 16:00:00+00:00,T04,30.39,1015.0,2.16,208,1.165
2024-08-02 17:00:00+00:00,T04,27.82,1011.1,5.05,189,1.17
2024-08-02 18:00:00+00:00,T04,27.85,1013.7,4.18,178,1.173
2024-08-02 19:00:00+00:00,T04,26.09,1015.1,5.52,232,1.182
2024-08-02 20:00:00+00:00,T04,27.03,1011.9,1.12,215,1.174
2024-08-02 21:00:00+00:00,T04,25.81,1013.1,2.41,229,1.181
2024-08-02 22:00:00+00:00,T04,26.53,1014.0,5.89,254,1.179
2024-08-02 23:00:00+00:00,T04,24.66,1012.2,1.99,210,1.184
2024-08-03 00:00:00+00:00,T04,25.48,1012.6,5.59,245,1.181
2024-08-03 01:00:00+00:00,T04,26.7,1011.5,5.64,208,1.175
2024-08-03 02:00:00+00:00,T04,28.75,1009.8,6.21,225,1.165
2024-08-03 03:00:00+00:00,T04,29.42,1011.8,5.78,232,1.165
2024-08-03 04:00:00+00:00,T04,29.0,1010.5,5.86,237,1.165
2024-08-03 05:00:00+00:00,T04,31.48,1011.6,6.42,196,1.157
2024-08-03 06:00:00+00:00,T04,32.07,1013.1,5.21,278,1.156
2024-08-03 07:00:00+00:00,T04,32.93,1011.1,5.6,234,1.151
2024-08-03 08:00:00+00:00,T04,33.66,1010.4,9.6,213,1.147
2024-08-03 09:00:00+00:00,T04,36.2,1010.2,6.71,187,1.138
2024-08-03 10:00:00+00:00,T04,34.82,1010.4,5.75,244,1.143
2024-08-03 11:00:00+00:00,T04,34.43,1010.8,4.98,264,1.145
2024-08-03 12:00:00+00:00,T04,34.79,1008.0,2.88,270,1.14
2024-08-03 13:00:00+00:00,T04,33.45,1008.4,4.23,278,1.146
2024-08-03 14:00:00+00:00,T04,32.47,1007.3,3.47,233,1.148
2024-08-03 15:00:00+00:00,T04,32.36,1010.8,5.21,253,1.153
2024-08-03 16:00:00+00:00,T04,30.41,1009.7,2.33,204,1.159
2024-08-03 17:00:00+00:00,T04,28.87,1008.5,0.01,245,1.163
2024-08-03 18:00:00+00:00,T04,28.47,1009.1,3.14,256,1.166
2024-08-03 19:00:00+00:00,T04,26.46,1008.6,5.43,220,1.173
2024-08-03 20:00:00+00:00,T04,24.9,1008.1,7.98,229,1.178
2024-08-03 21:00:00+00:00,T04,24.91,1009.0,6.29,230,1.179
2024-08-03 22:00:00+00:00,T04,24.3,1008.6,3.97,227,1.181
2024-08-03 23:00:00+00:00,T04,25.35,1010.3,5.56,269,1.179
2024-08-04 00:00:00+00:00,T04,24.66,1009.0,4.61,197,1.18
2024-08-04 01:00:00+00:00,T04,24.59,1008.1,6.1,255,1.179
2024-08-04 02:00:00+00:00,T04,27.7,1008.2,5.39,191,1.167
2024-08-04 03:00:00+00:00,T04,27.92,1009.9,4.34,194,1.169
2024-08-04 04:00:00+00:00,T04,28.36,1009.4,7.59,191,1.166
2024-08-04 05:00:00+00:00,T04,31.49,1009.2,6.93,210,1.154
2024-08-04 06:00:00+00:00,T04,31.78,1009.4,6.72,201,1.153
2024-08-04 07:00:00+00:00,T04,34.11,1010.5,7.85,220,1.146
2024-08-04 08:00:00+00:00,T04,33.79,1008.5,9.62,205,1.145
2024-08-04 09:00:00+00:00,T04,33.72,1009.2,6.54,259,1.146
2024-08-04 10:00:00+00:00,T04,33.74,1007.9,5.82,213,1.144
2024-08-04 11:00:00+00:00,T04,34.39,1009.9,7.5,199,1.144
