time,turbine_id,expected_power_kw,actual_power_kw,nacelle_temp_c,vibration_mm_s,alert
2024-08-30 21:00:00+00:00,T05,157.4,442.8,39.2,2.72,Normal
2024-08-30 22:00:00+00:00,T05,18.6,165.6,36.2,1.86,Normal
2024-08-30 23:00:00+00:00,T05,102.9,151.2,35.6,4.33,Normal
2024-08-31 00:00:00+00:00,T05,26.2,58.3,37.3,3.02,Normal
2024-08-31 01:00:00+00:00,T05,44.7,58.5,35.8,3.17,Normal
2024-08-31 02:00:00+00:00,T05,164.9,131.4,38.6,2.36,Normal
2024-08-31 03:00:00+00:00,T05,1300.8,1478.6,46.9,3.21,Normal
2024-08-31 04:00:00+00:00,T05,451.9,585.0,45.3,2.13,Normal
2024-08-31 05:00:00+00:00,T05,18.9,0.0,39.7,2.66,Normal
2024-08-31 06:00:00+00:00,T05,378.3,11.9,42.5,2.8,Normal
2024-08-31 07:00:00+00:00,T05,600.7,307.9,45.6,3.37,Normal
2024-08-31 08:00:00+00:00,T05,495.2,503.6,49.8,3.96,Normal
2024-08-31 09:00:00+00:00,T05,60.3,133.3,46.8,2.92,Normal
2024-08-31 10:00:00+00:00,T05,164.9,261.8,47.2,2.31,Normal
2024-08-31 11:00:00+00:00,T05,1282.7,1210.7,54.3,3.42,Normal
2024-08-31 12:00:00+00:00,T05,11.8,193.0,43.3,3.36,Normal
2024-08-31 13:00:00+00:00,T05,237.9,333.7,44.8,2.2,Normal
2024-08-31 14:00:00+00:00,T05,17.5,0.0,44.5,3.93,Normal
2024-08-31 15:00:00+00:00,T05,0.2,98.5,41.7,3.8,Normal
2024-08-31 16:00:00+00:00,T05,21.2,0.0,40.0,2.19,Normal
2024-08-31 17:00:00+00:00,T05,308.5,340.9,38.8,3.03,Normal
2024-08-31 18:00:00+00:00,T05,322.7,99.4,39.1,3.42,Normal
2024-08-31 19:00:00+00:00,T05,12.3,93.5,37.7,3.27,Normal
2024-08-31 20:00:00+00:00,T05,66.8,24.6,37.2,3.07,Normal
2024-08-31 21:00:00+00:00,T05,17.9,28.3,37.0,2.59,Normal
2024-08-31 22:00:00+00:00,T05,1.8,0.0,35.5,2.25,Normal
2024-08-31 23:00:00+00:00,T05,622.7,619.8,42.5,3.62,Normal
2024-08-01 00:00:00+00:00,T06,79.2,0.0,34.6,0.84,Normal
2024-08-01 01:00:00+00:00,T06,121.4,69.7,38.9,2.98,Normal
2024-08-01 02:00:00+00:00,T06,123.8,0.0,37.2,3.32,Normal
2024-08-01 03:00:00+00:00,T06,248.2,53.0,37.8,2.49,Normal
2024-08-01 04:00:00+00:00,T06,615.2,746.9,45.5,1.71,Normal
2024-08-01 05:00:00+00:00,T06,0.0,340.4,43.4,2.44,Normal
2024-08-01 06:00:00+00:00,T06,480.2,311.1,43.3,1.89,Normal
2024-08-01 07:00:00+00:00,T06,179.7,190.6,45.2,2.99,Normal
2024-08-01 08:00:00+00:00,T06,0.0,131.2,47.8,2.72,Normal
2024-08-01 09:00:00+00:00,T06,318.2,542.4,49.9,2.84,Normal
2024-08-01 10:00:00+00:00,T06,128.8,0.0,43.2,2.08,Normal
2024-08-01 11:00:00+00:00,T06,161.5,551.5,50.9,2.66,Normal
2024-08-01 12:00:00+00:00,T06,2.3,0.0,46.0,3.04,Normal
2024-08-01 13:00:00+00:00,T06,855.2,851.6,47.8,2.54,Normal
2024-08-01 14:00:00+00:00,T06,63.1,0.7,42.3,2.03,Normal
2024-08-01 15:00:00+00:00,T06,34.6,0.0,41.7,4.53,Normal
2024-08-01 16:00:00+00:00,T06,492.4,285.4,42.3,3.01,Normal
2024-08-01 17:00:00+00:00,T06,130.1,27.8,35.7,4.2,Normal
2024-08-01 18:00:00+00:00,T06,313.6,271.5,40.5,1.57,Normal
2024-08-01 19:00:00+00:00,T06,413.9,460.8,41.4,3.04,Normal
2024-08-01 20:00:00+00:00,T06,0.0,0.0,37.3,2.91,Normal
2024-08-01 21:00:00+00:00,T06,990.8,902.3,41.7,3.29,Normal
2024-08-01 22:00:00+00:00,T06,135.2,16.8,33.2,1.94,Normal
2024-08-01 23:00:00+00:00,T06,374.1,613.7,39.6,2.61,Normal
2024-08-02 00:00:00+00:00,T06,765.2,1093.5,44.5,3.59,Normal
2024-08-02 01:00:00+00:00,T06,125.1,0.0,36.4,1.47,Normal
2024-08-02 02:00:00+00:00,T06,530.2,259.4,40.9,3.04,Normal
2024-08-02 03:00:00+00:00,T06,736.7,856.9,46.3,3.62,Normal
2024-08-02 04:00:00+00:00,T06,306.8,275.4,42.9,3.33,Normal
2024-08-02 05:00:00+00:00,T06,474.1,207.9,43.2,2.7,Normal
2024-08-02 06:00:00+00:00,T06,24.3,0.0,41.3,3.28,Normal
2024-08-02 07:00:00+00:00,T06,49.4,227.4,45.1,3.25,Normal
2024-08-02 08:00:00+00:00,T06,6.7,28.3,44.0,3.07,Normal
2024-08-02 09:00:00+00:00,T06,297.9,143.9,44.9,3.15,Normal
2024-08-02 10:00:00+00:00,T06,2705.3,2492.7,67.3,3.38,Overheating
2024-08-02 11:00:00+00:00,T06,109.7,318.5,49.2,3.04,Normal
2024-08-02 12:00:00+00:00,T06,18.6,0.0,41.1,3.39,Normal
2024-08-02 13:00:00+00:00,T06,19.6,171.8,45.5,2.85,Normal
2024-08-02 14:00:00+00:00,T06,114.3,225.1,43.1,3.33,Normal
2024-08-02 15:00:00+00:00,T06,26.8,226.9,44.9,2.84,Normal
2024-08-02 16:00:00+00:00,T06,0.0,68.8,41.8,2.47,Normal
2024-08-02 17:00:00+00:00,T06,120.2,0.0,37.5,3.37,Normal
2024-08-02 18:00:00+00:00,T06,1.8,0.0,35.6,2.39,Normal
2024-08-02 19:00:00+00:00,T06,29.1,44.6,33.9,3.05,Normal
2024-08-02 20:00:00+00:00,T06,0.0,70.7,36.6,2.86,Normal
2024-08-02 21:00:00+00:00,T06,0.0,0.0,34.0,3.08,Normal
2024-08-02 22:00:00+00:00,T06,92.6,206.2,39.3,3.01,Normal
2024-08-02 23:00:00+00:00,T06,0.0,227.7,35.7,2.4,Normal
2024-08-03 00:00:00+00:00,T06,84.7,60.5,36.4,2.74,Normal
2024-08-03 01:00:00+00:00,T06,71.2,210.7,40.6,2.99,Normal
2024-08-03 02:00:00+00:00,T06,104.2,121.8,38.3,3.65,Normal
2024-08-03 03:00:00+00:00,T06,87.6,326.6,44.1,2.17,Normal
2024-08-03 04:00:00+00:00,T06,127.6,302.8,42.7,3.52,Normal
2024-08-03 05:00:00+00:00,T06,119.0,97.1,44.4,2.4,Normal
2024-08-03 06:00:00+00:00,T06,30.1,72.5,43.2,3.04,Normal
2024-08-03 07:00:00+00:00,T06,68.7,136.3,44.9,3.33,Normal
2024-08-03 08:00:00+00:00,T06,1205.8,1001.8,48.8,1.81,Normal
2024-08-03 09:00:00+00:00,T06,209.5,116.6,48.1,2.67,Normal
2024-08-03 10:00:00+00:00,T06,73.8,366.8,47.2,2.07,Normal
2024-08-03 11:00:00+00:00,T06,26.0,248.8,46.2,3.02,Normal
2024-08-03 12:00:00+00:00,T06,0.0,155.8,45.8,2.75,Normal
2024-08-03 13:00:00+00:00,T06,1.8,0.0,44.6,1.74,Normal
2024-08-03 14:00:00+00:00,T06,0.3,157.2,44.3,3.16,Normal
2024-08-03 15:00:00+00:00,T06,61.5,180.5,42.5,2.52,Normal
2024-08-03 16:00:00+00:00,T06,0.0,81.4,39.7,1.98,Normal
2024-08-03 17:00:00+00:00,T06,0.0,28.7,41.4,2.44,Normal
2024-08-03 18:00:00+00:00,T06,0.0,244.5,42.7,3.02,Normal
2024-08-03 19:00:00+00:00,T06,63.1,149.9,39.8,2.22,Normal
2024-08-03 20:00:00+00:00,T06,833.2,762.6,40.4,3.84,Normal
2024-08-03 21:00:00+00:00,T06,147.3,338.5,36.0,2.55,Normal
2024-08-03 22:00:00+00:00,T06,3.2,0.0,37.0,2.04,Normal
2024-08-03 23:00:00+00:00,T06,65.5,0.0,35.7,3.5,Normal
2024-08-04 00:00:00+00:00,T06,15.9,50.9,35.1,2.26,Normal
2024-08-04 01:00:00+00:00,T06,135.2,210.8,39.0,2.26,Normal
2024-08-04 02:00:00+00:00,T06,52.1,59.3,37.4,2.15,Normal
2024-08-04 03:00:00+00:00,T06,5.5,199.1,39.9,1.63,Normal
2024-08-04 04:00:00+00:00,T06,611.7,833.1,45.9,3.35,Normal
2024-08-04 05:00:00+00:00,T06,392.3,474.8,45.6,2.71,Normal
2024-08-04 06:00:00+00:00,T06,132.0,0.0,43.8,2.65,Normal
2024-08-04 07:00:00+00:00,T06,474.1,605.9,48.6,2.5,Normal
2024-08-04 08:00:00+00:00,T06,1357.1,1124.3,53.2,2.89,Normal
2024-08-04 09:00:00+00:00,T06,282.8,44.4,44.2,3.33,Normal
2024-08-04 10:00:00+00:00,T06,43.3,358.9,46.1,3.29,Normal
2024-08-04 11:00:00+00:00,T06,433.3,40.8,45.8,2.58,Low Output
2024-08-04 12:00:00+00:00,T06,0.5,0.0,45.6,3.14,Normal
2024-08-04 13:00:00+00:00,T06,195.8,264.5,43.4,2.09,Normal
2024-08-04 14:00:00+00:00,T06,13.3,0.0,44.8,3.34,Normal
2024-08-04 15:00:00+00:00,T06,10.7,0.0,37.4,2.45,Normal
2024-08-04 16:00:00+00:00,T06,67.1,0.0,40.9,2.65,Normal
2024-08-04 17:00:00+00:00,T06,424.9,652.5,42.1,2.53,Normal
2024-08-04 18:00:00+00:00,T06,5.2,0.0,38.1,2.48,Normal
2024-08-04 19:00:00+00:00,T06,295.8,356.5,38.4,3.04,Normal
2024-08-04 20:00:00+00:00,T06,194.2,153.6,39.2,1.93,Normal
2024-08-04 21:00:00+00:00,T06,0.4,0.0,36.4,2.96,Normal
2024-08-04 22:00:00+00:00,T06,553.2,423.3,36.5,2.84,Normal
2024-08-04 23:00:00+00:00,T06,79.2,159.9,39.2,3.05,Normal
2024-08-05 00:00:00+00:00,T06,46.1,0.0,36.3,1.17,Normal
2024-08-05 01:00:00+00:00,T06,110.8,85.8,39.5,3.49,Normal
2024-08-05 02:00:00+00:00,T06,137.8,95.9,36.6,2.27,Normal
2024-08-05 03:00:00+00:00,T06,681.7,675.7,42.2,2.65,Normal
2024-08-05 04:00:00+00:00,T06,109.7,238.0,45.0,2.35,Normal
2024-08-05 05:00:00+00:00,T06,1217.0,1131.0,49.5,2.89,Normal
2024-08-05 06:00:00+00:00,T06,270.2,183.9,45.2,2.05,Normal
2024-08-05 07:00:00+00:00,T06,68.7,0.0,44.3,3.29,Normal
2024-08-05 08:00:00+00:00,T06,49.4,85.1,44.1,3.29,Normal
2024-08-05 09:00:00+00:00,T06,176.5,113.2,45.1,3.1,Normal
2024-08-05 10:00:00+00:00,T06,0.0,16.7,42.9,2.65,Normal
2024-08-05 11:00:00+00:00,T06,0.0,50.4,45.4,2.78,Normal
2024-08-05 12:00:00+00:00,T06,0.8,172.7,46.0,3.35,Normal
2024-08-05 13:00:00+00:00,T06,84.7,260.9,44.7,3.96,Normal
2024-08-05 14:00:00+00:00,T06,11.7,526.4,47.6,2.67,Normal
2024-08-05 15:00:00+00:00,T06,4.9,0.0,39.8,3.2,Normal
2024-08-05 16:00:00+00:00,T06,1.9,129.2,40.8,2.46,Normal
2024-08-05 17:00:00+00:00,T06,0.0,0.0,37.8,3.67,Normal
2024-08-05 18:00:00+00:00,T06,0.7,0.0,36.4,1.94,Normal
2024-08-05 19:00:00+00:00,T06,0.0,0.0,35.2,3.24,Normal
2024-08-05 20:00:00+00:00,T06,112.0,10.1,33.4,2.98,Normal
2024-08-05 21:00:00+00:00,T06,8.9,0.0,35.9,2.38,Normal
2024-08-05 22:00:00+00:00,T06,23.5,33.8,35.8,3.2,Normal
2024-08-05 23:00:00+00:00,T06,40.1,0.0,34.0,2.05,Normal
2024-08-06 00:00:00+00:00,T06,81.9,0.0,38.6,3.25,Normal
2024-08-06 01:00:00+00:00,T06,102.0,0.0,37.9,2.19,Normal
2024-08-06 02:00:00+00:00,T06,126.3,284.2,40.9,1.96,Normal
2024-08-06 03:00:00+00:00,T06,20.7,81.9,36.3,2.93,Normal
2024-08-06 04:00:00+00:00,T06,0.4,0.0,40.2,2.11,Normal
2024-08-06 05:00:00+00:00,T06,141.8,152.0,41.8,1.48,Normal
2024-08-06 06:00:00+00:00,T06,441.9,405.2,46.2,2.37,Normal
2024-08-06 07:00:00+00:00,T06,252.1,101.4,48.0,2.98,Normal
2024-08-06 08:00:00+00:00,T06,18.6,0.0,44.4,2.81,Normal
2024-08-06 09:00:00+00:00,T06,63.9,0.0,44.4,3.05,Normal
2024-08-06 10:00:00+00:00,T06,6.4,237.3,51.0,2.82,Normal
2024-08-06 11:00:00+00:00,T06,47.4,0.0,46.3,2.34,Normal
2024-08-06 12:00:00+00:00,T06,0.3,0.0,42.0,2.36,Normal
2024-08-06 13:00:00+00:00,T06,6.3,0.0,45.1,3.01,Normal
2024-08-06 14:00:00+00:00,T06,236.7,301.5,44.3,2.3,Normal
2024-08-06 15:00:00+00:00,T06,23.5,0.0,42.9,3.32,Normal
2024-08-06 16:00:00+00:00,T06,110.8,328.0,43.5,2.98,Normal
2024-08-06 17:00:00+00:00,T06,0.0,101.2,38.7,3.05,Normal
2024-08-06 18:00:00+00:00,T06,0.0,49.2,36.4,1.94,Normal
2024-08-06 19:00:00+00:00,T06,2.7,0.0,38.3,2.18,Normal
2024-08-06 20:00:00+00:00,T06,66.3,39.5,34.8,2.32,Normal
2024-08-06 21:00:00+00:00,T06,10.5,133.5,34.8,2.93,Normal
2024-08-06 22:00:00+00:00,T06,334.6,341.4,36.1,2.55,Normal
2024-08-06 23:00:00+00:00,T06,26.4,129.3,39.0,2.2,Normal
2024-08-07 00:00:00+00:00,T06,666.6,943.6,42.9,2.57,Normal
2024-08-07 01:00:00+00:00,T06,533.5,607.7,41.7,2.43,Normal
2024-08-07 02:00:00+00:00,T06,34.0,35.3,36.9,2.48,Normal
2024-08-07 03:00:00+00:00,T06,501.7,328.7,42.3,2.9,Normal
2024-08-07 04:00:00+00:00,T06,229.2,319.1,43.0,3.12,Normal
2024-08-07 05:00:00+00:00,T06,859.7,593.4,45.9,2.37,Normal
2024-08-07 06:00:00+00:00,T06,168.9,340.4,47.2,1.85,Normal
2024-08-07 07:00:00+00:00,T06,474.1,643.3,47.9,3.82,Normal
2024-08-07 08:00:00+00:00,T06,422.1,595.0,48.6,3.76,Normal
2024-08-07 09:00:00+00:00,T06,0.0,177.9,45.0,4.54,Normal
2024-08-07 10:00:00+00:00,T06,0.1,0.0,43.4,3.04,Normal
2024-08-07 11:00:00+00:00,T06,192.5,197.1,47.9,1.95,Normal
2024-08-07 12:00:00+00:00,T06,71.2,73.8,44.1,2.44,Normal
2024-08-07 13:00:00+00:00,T06,309.1,268.4,44.7,2.4,Normal
2024-08-07 14:00:00+00:00,T06,74.7,60.4,43.8,1.56,Normal
2024-08-07 15:00:00+00:00,T06,0.0,171.2,44.1,3.76,Normal
2024-08-07 16:00:00+00:00,T06,45.5,37.6,40.2,2.26,Normal
2024-08-07 17:00:00+00:00,T06,28.2,150.3,37.8,2.41,Normal
2024-08-07 18:00:00+00:00,T06,65.5,0.0,36.4,4.6,Normal
2024-08-07 19:00:00+00:00,T06,20.7,131.5,36.5,3.33,Normal
2024-08-07 20:00:00+00:00,T06,164.4,189.1,38.8,2.36,Normal
2024-08-07 21:00:00+00:00,T06,1.1,240.4,35.4,2.89,Normal
2024-08-07 22:00:00+00:00,T06,32.5,0.0,34.3,2.67,Normal
2024-08-07 23:00:00+00:00,T06,0.5,0.0,37.0,2.13,Normal
2024-08-08 00:00:00+00:00,T06,1775.0,1730.3,48.1,3.27,Normal
2024-08-08 01:00:00+00:00,T06,70.4,0.0,34.6,2.99,Normal
2024-08-08 02:00:00+00:00,T06,140.5,169.1,41.4,3.55,Normal
2024-08-08 03:00:00+00:00,T06,80.1,0.0,38.4,2.63,Normal
2024-08-08 04:00:00+00:00,T06,123.8,107.0,40.5,3.01,Normal
2024-08-08 05:00:00+00:00,T06,260.1,370.3,43.0,5.82,Normal
2024-08-08 06:00:00+00:00,T06,498.5,560.2,46.9,3.24,Normal
2024-08-08 07:00:00+00:00,T06,332.2,271.0,42.4,2.49,Normal
2024-08-08 08:00:00+00:00,T06,309.1,140.3,44.8,2.18,Normal
2024-08-08 09:00:00+00:00,T06,62.3,214.2,47.6,2.54,Normal
2024-08-08 10:00:00+00:00,T06,95.7,240.7,48.5,2.78,Normal
2024-08-08 11:00:00+00:00,T06,304.6,0.0,44.0,3.43,Normal
2024-08-08 12:00:00+00:00,T06,13.0,0.0,46.3,2.65,Normal
2024-08-08 13:00:00+00:00,T06,42.4,305.9,45.2,2.87,Normal
2024-08-08 14:00:00+00:00,T06,0.0,0.0,43.4,3.1,Normal
2024-08-08 15:00:00+00:00,T06,25.1,251.2,41.9,3.24,Normal
2024-08-08 16:00:00+00:00,T06,15.6,286.6,43.2,4.06,Normal
2024-08-08 17:00:00+00:00,T06,105.2,16.9,38.0,3.47,Normal
2024-08-08 18:00:00+00:00,T06,0.0,17.9,36.7,3.38,Normal
2024-08-08 19:00:00+00:00,T06,6.6,108.1,38.0,2.8,Normal
2024-08-08 20:00:00+00:00,T06,12.7,21.8,34.5,1.77,Normal
2024-08-08 21:00:00+00:00,T06,26.8,52.1,37.2,1.97,Normal
2024-08-08 22:00:00+00:00,T06,2.3,0.0,34.8,2.35,Normal
2024-08-08 23:00:00+00:00,T06,59.3,165.8,39.5,3.35,Normal
2024-08-09 00:00:00+00:00,T06,87.6,212.6,37.5,2.78,Normal
2024-08-09 01:00:00+00:00,T06,40.1,81.0,38.1,3.79,Normal
2024-08-09 02:00:00+00:00,T06,16.3,85.8,39.2,3.13,Normal
2024-08-09 03:00:00+00:00,T06,54.2,259.4,40.1,2.58,Normal
2024-08-09 04:00:00+00:00,T06,64.7,0.0,41.5,3.32,Normal
2024-08-09 05:00:00+00:00,T06,119.0,0.0,41.0,2.82,Normal
2024-08-09 06:00:00+00:00,T06,9.3,0.0,43.3,3.66,Normal
2024-08-09 07:00:00+00:00,T06,0.0,0.0,42.7,4.44,Normal
2024-08-09 08:00:00+00:00,T06,327.5,330.5,45.8,2.58,Normal
2024-08-09 09:00:00+00:00,T06,0.0,20.0,44.7,2.63,Normal
2024-08-09 10:00:00+00:00,T06,3.8,0.0,47.5,3.39,Normal
2024-08-09 11:00:00+00:00,T06,0.0,38.9,44.7,2.9,Normal
2024-08-09 12:00:00+00:00,T06,0.9,156.5,48.0,2.62,Normal
2024-08-09 13:00:00+00:00,T06,0.0,311.9,44.7,2.79,Normal
2024-08-09 14:00:00+00:00,T06,0.0,72.9,40.3,3.84,Normal
2024-08-09 15:00:00+00:00,T06,0.0,0.0,42.3,2.79,Normal
2024-08-09 16:00:00+00:00,T06,0.0,29.2,40.0,2.83,Normal
2024-08-09 17:00:00+00:00,T06,8.7,0.0,42.3,2.71,Normal
2024-08-09 18:00:00+00:00,T06,87.6,27.7,36.2,2.21,Normal
2024-08-09 19:00:00+00:00,T06,32.5,0.0,35.0,3.14,Normal
2024-08-09 20:00:00+00:00,T06,11.2,0.0,37.0,3.35,Normal
2024-08-09 21:00:00+00:00,T06,0.1,269.9,38.1,2.11,Normal
2024-08-09 22:00:00+00:00,T06,39.5,105.4,37.1,2.77,Normal
2024-08-09 23:00:00+00:00,T06,179.7,263.1,36.9,2.33,Normal
2024-08-10 00:00:00+00:00,T06,40.1,0.0,33.3,2.22,Normal
2024-08-10 01:00:00+00:00,T06,514.2,769.0,44.4,2.88,Normal
2024-08-10 02:00:00+00:00,T06,176.5,0.0,37.4,3.41,Normal
2024-08-10 03:00:00+00:00,T06,379.2,229.9,39.0,3.54,Normal
2024-08-10 04:00:00+00:00,T06,184.4,255.8,40.2,1.47,Normal
2024-08-10 05:00:00+00:00,T06,123.8,164.4,40.8,3.48,Normal
2024-08-10 06:00:00+00:00,T06,424.9,649.3,49.8,2.35,Normal
2024-08-10 07:00:00+00:00,T06,405.7,429.0,46.4,3.23,Normal
2024-08-10 08:00:00+00:00,T06,252.1,308.4,49.0,2.26,Normal
2024-08-10 09:00:00+00:00,T06,41.8,0.0,44.8,2.42,Normal
2024-08-10 10:00:00+00:00,T06,44.2,111.5,43.6,1.58,Normal
2024-08-10 11:00:00+00:00,T06,81.9,224.6,46.2,3.38,Normal
2024-08-10 12:00:00+00:00,T06,0.0,0.0,45.0,2.75,Normal
2024-08-10 13:00:00+00:00,T06,225.5,425.0,48.1,2.52,Normal
2024-08-10 14:00:00+00:00,T06,73.8,194.9,44.4,2.86,Normal
2024-08-10 15:00:00+00:00,T06,40.1,20.9,40.1,3.05,Normal
2024-08-10 16:00:00+00:00,T06,8.7,213.1,43.0,2.36,Normal
2024-08-10 17:00:00+00:00,T06,272.3,266.9,40.4,1.56,Normal
2024-08-10 18:00:00+00:00,T06,32.5,148.1,40.7,2.65,Normal
2024-08-10 19:00:00+00:00,T06,748.8,760.5,41.4,2.48,Normal
2024-08-10 20:00:00+00:00,T06,186.0,15.1,37.6,2.29,Normal
2024-08-10 21:00:00+00:00,T06,3.7,69.6,36.0,2.51,Normal
2024-08-10 22:00:00+00:00,T06,459.3,186.1,36.0,2.93,Normal
2024-08-10 23:00:00+00:00,T06,96.7,90.6,36.8,3.58,Normal
2024-08-11 00:00:00+00:00,T06,90.9,224.6,36.8,3.53,Normal
2024-08-11 01:00:00+00:00,T06,260.1,167.5,36.6,2.04,Normal
2024-08-11 02:00:00+00:00,T06,256.0,125.5,38.7,2.72,Normal
2024-08-11 03:00:00+00:00,T06,483.2,422.8,41.1,2.49,Normal
2024-08-11 04:00:00+00:00,T06,859.7,863.5,47.1,4.43,Normal
2024-08-11 05:00:00+00:00,T06,349.1,296.4,47.1,2.44,Normal
2024-08-11 06:00:00+00:00,T06,90.6,25.8,40.4,2.62,Normal
2024-08-11 07:00:00+00:00,T06,33.0,307.4,44.0,2.82,Normal
2024-08-11 08:00:00+00:00,T06,57.0,77.5,43.5,3.47,Normal
2024-08-11 09:00:00+00:00,T06,200.9,228.3,43.8,2.16,Normal
2024-08-11 10:00:00+00:00,T06,282.8,630.5,52.5,2.47,Normal
2024-08-11 11:00:00+00:00,T06,462.2,722.7,49.7,2.69,Normal
2024-08-11 12:00:00+00:00,T06,0.0,243.0,45.4,2.23,Normal
2024-08-11 13:00:00+00:00,T06,20.7,61.6,43.8,3.27,Normal
2024-08-11 14:00:00+00:00,T06,3.9,0.0,44.9,3.36,Normal
2024-08-11 15:00:00+00:00,T06,0.1,64.4,41.3,3.23,Normal
2024-08-11 16:00:00+00:00,T06,6.1,11.5,39.7,2.67,Normal
2024-08-11 17:00:00+00:00,T06,0.0,0.0,41.7,4.19,Normal
2024-08-11 18:00:00+00:00,T06,1.2,377.0,41.1,2.93,Normal
2024-08-11 19:00:00+00:00,T06,0.3,0.0,36.4,3.59,Normal
2024-08-11 20:00:00+00:00,T06,14.1,182.5,35.9,2.26,Normal
2024-08-11 21:00:00+00:00,T06,115.5,0.0,32.9,3.53,Normal
2024-08-11 22:00:00+00:00,T06,214.7,209.4,33.6,3.46,Normal
2024-08-11 23:00:00+00:00,T06,9.8,0.0,36.7,3.15,Normal
2024-08-12 00:00:00+00:00,T06,0.3,0.0,35.7,3.12,Normal
2024-08-12 01:00:00+00:00,T06,32.5,164.5,41.3,3.3,Normal
2024-08-12 02:00:00+00:00,T06,5.3,0.0,38.2,3.29,Normal
2024-08-12 03:00:00+00:00,T06,258.0,305.9,40.3,3.05,Normal
2024-08-12 04:00:00+00:00,T06,15.6,0.0,38.4,2.04,Normal
2024-08-12 05:00:00+00:00,T06,90.6,340.6,43.2,2.12,Normal
2024-08-12 06:00:00+00:00,T06,1.3,134.8,42.4,2.92,Normal
2024-08-12 07:00:00+00:00,T06,30.5,137.1,44.5,3.65,Normal
2024-08-12 08:00:00+00:00,T06,39.5,165.0,47.7,2.84,Normal
2024-08-12 09:00:00+00:00,T06,397.6,286.6,43.1,2.2,Normal
2024-08-12 10:00:00+00:00,T06,0.0,93.1,45.0,3.38,Normal
2024-08-12 11:00:00+00:00,T06,30.1,0.0,44.2,3.06,Normal
2024-08-12 12:00:00+00:00,T06,0.0,0.0,45.4,3.14,Normal
2024-08-12 13:00:00+00:00,T06,0.0,0.0,42.4,3.15,Normal
2024-08-12 14:00:00+00:00,T06,0.0,99.0,44.7,3.57,Normal
2024-08-12 15:00:00+00:00,T06,0.0,0.0,40.2,2.83,Normal
2024-08-12 16:00:00+00:00,T06,3.4,149.6,41.4,2.66,Normal
2024-08-12 17:00:00+00:00,T06,44.9,231.4,41.7,4.47,Normal
2024-08-12 18:00:00+00:00,T06,0.0,0.0,37.6,2.09,Normal
2024-08-12 19:00:00+00:00,T06,34.0,5.5,35.4,2.67,Normal
2024-08-12 20:00:00+00:00,T06,0.0,0.0,38.1,3.26,Normal
2024-08-12 21:00:00+00:00,T06,376.7,697.5,42.1,3.31,Normal
2024-08-12 22:00:00+00:00,T06,66.3,0.0,37.6,4.61,Normal
2024-08-12 23:00:00+00:00,T06,202.6,331.5,35.3,2.77,Normal
2024-08-13 00:00:00+00:00,T06,78.2,12.4,37.3,3.01,Normal
2024-08-13 01:00:00+00:00,T06,144.5,16.5,40.1,2.35,Normal
2024-08-13 02:00:00+00:00,T06,225.5,400.3,41.6,2.28,Normal
2024-08-13 03:00:00+00:00,T06,95.7,0.0,39.5,2.77,Normal
2024-08-13 04:00:00+00:00,T06,444.8,476.4,43.4,2.11,Normal
2024-08-13 05:00:00+00:00,T06,181.4,222.3,42.4,2.59,Normal
2024-08-13 06:00:00+00:00,T06,507.9,656.7,45.8,2.82,Normal
2024-08-13 07:00:00+00:00,T06,207.7,449.4,46.1,3.9,Normal
2024-08-13 08:00:00+00:00,T06,474.1,356.0,46.8,2.24,Normal
2024-08-13 09:00:00+00:00,T06,47.4,0.0,45.3,3.42,Normal
2024-08-13 10:00:00+00:00,T06,2686.2,2683.1,67.3,3.0,Overheating
2024-08-13 11:00:00+00:00,T06,34.6,234.7,48.2,3.02,Normal
2024-08-13 12:00:00+00:00,T06,31.0,0.0,42.5,3.11,Normal
2024-08-13 13:00:00+00:00,T06,278.6,82.2,42.1,3.04,Normal
2024-08-13 14:00:00+00:00,T06,349.1,304.2,44.7,3.83,Normal
2024-08-13 15:00:00+00:00,T06,4.2,0.0,41.8,2.85,Normal
2024-08-13 16:00:00+00:00,T06,0.0,0.0,41.8,3.75,Normal
2024-08-13 17:00:00+00:00,T06,0.2,99.9,39.2,2.9,Normal
2024-08-13 18:00:00+00:00,T06,5.5,0.3,36.2,2.74,Normal
2024-08-13 19:00:00+00:00,T06,0.0,214.6,35.8,3.01,Normal
2024-08-13 20:00:00+00:00,T06,0.0,0.0,35.2,3.38,Normal
2024-08-13 21:00:00+00:00,T06,0.0,0.0,34.4,3.81,Normal
2024-08-13 22:00:00+00:00,T06,0.0,151.1,34.3,3.24,Normal
2024-08-13 23:00:00+00:00,T06,0.0,65.0,36.2,2.93,Normal
2024-08-14 00:00:00+00:00,T06,0.0,106.9,39.5,3.31,Normal
2024-08-14 01:00:00+00:00,T06,670.3,664.9,40.5,2.23,Normal
2024-08-14 02:00:00+00:00,T06,1025.5,988.6,45.3,3.99,Normal
2024-08-14 03:00:00+00:00,T06,199.2,243.1,41.0,2.72,Normal
2024-08-14 04:00:00+00:00,T06,171.9,0.0,40.1,3.69,Normal
2024-08-14 05:00:00+00:00,T06,527.0,659.3,46.4,3.32,Normal
2024-08-14 06:00:00+00:00,T06,1274.1,1085.9,53.2,2.2,Normal
2024-08-14 07:00:00+00:00,T06,86.7,36.5,42.7,2.52,Normal
2024-08-14 08:00:00+00:00,T06,961.6,1024.7,52.9,2.02,Normal
