time,turbine_id,temperature_2m,pressure_msl,wind_speed_100m,wind_direction_100m,air_density_kg_m3,expected_power_kw,actual_power_kw,nacelle_temp_c,vibration_mm_s,alert,hour
2024-08-01 01:00:00+00:00,T05,28.13,1011.6,6.25,263,1.17,168.0,126.5,39.0,2.67,Normal,1
2024-08-01 02:00:00+00:00,T05,27.21,1012.0,5.37,209,1.174,65.1,0.0,37.7,2.71,Normal,2
2024-08-01 03:00:00+00:00,T05,27.81,1012.9,7.05,268,1.172,325.1,44.1,37.4,1.83,Normal,3
2024-08-01 04:00:00+00:00,T05,29.11,1012.9,8.4,257,1.167,770.5,991.7,46.2,3.41,Normal,4
2024-08-01 05:00:00+00:00,T05,30.41,1013.0,2.77,222,1.163,0.0,76.2,41.2,2.03,Normal,5
2024-08-01 06:00:00+00:00,T05,32.17,1012.5,7.12,240,1.155,342.2,674.6,48.0,2.64,Normal,6
2024-08-01 07:00:00+00:00,T05,32.21,1012.5,6.36,226,1.155,185.6,168.1,40.6,2.29,Normal,7
2024-08-01 08:00:00+00:00,T05,35.58,1014.5,3.16,249,1.145,0.0,0.0,46.3,2.23,Normal,8
2024-08-01 09:00:00+00:00,T05,34.8,1012.7,6.9,282,1.146,290.3,469.1,48.1,2.68,Normal,9
2024-08-01 10:00:00+00:00,T05,35.24,1013.7,5.85,215,1.145,113.3,134.7,48.9,2.81,Normal,10
2024-08-01 11:00:00+00:00,T05,36.04,1014.4,6.6,209,1.143,228.3,272.1,49.4,0.81,Normal,11
2024-08-01 12:00:00+00:00,T05,35.95,1015.0,3.37,270,1.144,0.2,0.0,45.9,3.5,Normal,12
2024-08-01 13:00:00+00:00,T05,33.3,1013.3,8.59,236,1.152,854.7,851.4,49.7,2.7,Normal,13
2024-08-01 14:00:00+00:00,T05,32.79,1014.4,5.75,194,1.155,101.8,0.0,43.4,3.06,Normal,14
2024-08-01 15:00:00+00:00,T05,31.94,1013.2,5.03,222,1.157,40.9,0.0,39.0,1.97,Normal,15
2024-08-01 16:00:00+00:00,T05,29.55,1015.9,7.26,215,1.169,378.3,571.9,43.5,3.06,Normal,16
2024-08-01 17:00:00+00:00,T05,27.19,1012.2,5.89,226,1.174,118.1,0.0,37.5,3.2,Normal,17
2024-08-01 18:00:00+00:00,T05,28.27,1014.4,7.29,247,1.172,386.3,133.3,39.4,2.84,Normal,18
2024-08-01 19:00:00+00:00,T05,27.24,1015.1,7.45,261,1.177,431.2,522.4,41.0,2.21,Normal,19
2024-08-01 20:00:00+00:00,T05,26.53,1016.1,2.75,228,1.181,0.0,92.6,37.8,2.48,Normal,20
2024-08-01 21:00:00+00:00,T05,24.09,1014.7,8.5,232,1.189,814.1,717.7,40.1,3.0,Normal,21
2024-08-01 22:00:00+00:00,T05,24.87,1013.9,5.85,205,1.185,113.3,0.0,36.4,3.04,Normal,22
2024-08-01 23:00:00+00:00,T05,24.59,1013.6,6.99,251,1.186,310.8,347.2,36.8,2.68,Normal,23
2024-08-02 00:00:00+00:00,T05,25.52,1013.6,8.23,258,1.182,700.0,896.1,43.1,2.83,Normal,0
2024-08-02 01:00:00+00:00,T05,27.66,1015.3,5.71,212,1.176,97.4,68.6,38.4,3.18,Normal,1
2024-08-02 02:00:00+00:00,T05,28.98,1015.2,7.77,202,1.171,531.1,253.2,41.1,2.04,Normal,2
2024-08-02 03:00:00+00:00,T05,29.17,1014.4,8.43,269,1.169,783.4,797.0,45.8,2.11,Normal,3
2024-08-02 04:00:00+00:00,T05,30.57,1013.9,7.12,236,1.163,342.2,455.2,40.8,3.57,Normal,4
2024-08-02 05:00:00+00:00,T05,32.05,1014.6,7.77,186,1.158,531.1,347.7,44.8,2.7,Normal,5
2024-08-02 06:00:00+00:00,T05,32.47,1016.3,4.41,168,1.158,13.7,0.0,41.5,2.48,Normal,6
2024-08-02 07:00:00+00:00,T05,33.14,1013.3,5.12,200,1.153,46.6,91.8,43.0,2.61,Normal,7
2024-08-02 08:00:00+00:00,T05,33.39,1014.4,4.64,243,1.153,21.6,88.8,45.0,3.06,Normal,8
2024-08-02 09:00:00+00:00,T05,34.57,1015.9,6.34,191,1.15,182.3,161.1,44.2,2.54,Normal,9
2024-08-02 10:00:00+00:00,T05,37.03,1014.9,11.34,200,1.14,2838.5,2625.3,68.2,2.64,Overheating,10
2024-08-02 11:00:00+00:00,T05,35.32,1014.0,5.65,185,1.145,91.1,106.0,46.2,2.75,Normal,11
2024-08-02 12:00:00+00:00,T05,33.99,1014.4,4.59,218,1.151,19.7,165.1,45.2,4.79,Normal,12
2024-08-02 13:00:00+00:00,T05,33.11,1012.3,4.76,243,1.152,26.7,255.1,44.2,1.74,Normal,13
2024-08-02 14:00:00+00:00,T05,31.5,1013.7,6.02,173,1.159,134.8,0.0,41.4,3.04,Normal,14
2024-08-02 15:00:00+00:00,T05,31.76,1015.7,5.26,200,1.161,56.5,99.8,42.0,2.99,Normal,15
2024-08-02 16:00:00+00:00,T05,30.12,1015.0,2.51,199,1.166,0.0,62.7,40.6,1.8,Normal,16
2024-08-02 17:00:00+00:00,T05,27.46,1011.9,5.88,189,1.173,116.9,121.4,40.7,2.7,Normal,17
2024-08-02 18:00:00+00:00,T05,28.3,1013.8,3.85,179,1.172,3.0,0.0,40.9,2.59,Normal,18
2024-08-02 19:00:00+00:00,T05,25.65,1014.4,5.35,226,1.183,63.5,178.8,38.9,3.23,Normal,19
2024-08-02 20:00:00+00:00,T05,26.92,1012.3,1.02,215,1.175,0.0,105.4,35.6,2.94,Normal,20
2024-08-02 21:00:00+00:00,T05,25.56,1012.5,2.1,241,1.181,0.0,198.9,36.5,2.33,Normal,21
2024-08-02 22:00:00+00:00,T05,26.55,1013.7,5.37,255,1.178,65.1,229.9,40.2,4.16,Normal,22
2024-08-02 23:00:00+00:00,T05,24.58,1011.6,2.35,208,1.184,0.0,0.0,35.8,2.13,Normal,23
2024-08-03 00:00:00+00:00,T05,25.37,1012.0,5.59,241,1.181,85.0,0.0,35.2,3.34,Normal,0
2024-08-03 01:00:00+00:00,T05,26.43,1011.6,5.97,217,1.176,128.2,173.5,38.8,3.55,Normal,1
2024-08-03 02:00:00+00:00,T05,28.37,1010.3,5.67,223,1.167,93.1,0.0,37.9,2.67,Normal,2
2024-08-03 03:00:00+00:00,T05,29.24,1011.9,5.96,238,1.166,126.9,48.0,37.9,2.77,Normal,3
2024-08-03 04:00:00+00:00,T05,28.76,1011.5,6.2,227,1.167,160.3,76.9,38.0,2.68,Normal,4
2024-08-03 05:00:00+00:00,T05,31.41,1011.6,5.85,195,1.157,113.3,78.8,43.3,2.85,Normal,5
2024-08-03 06:00:00+00:00,T05,32.14,1013.9,5.3,275,1.157,59.5,22.7,42.4,2.97,Normal,6
2024-08-03 07:00:00+00:00,T05,33.39,1011.6,5.35,242,1.15,63.5,30.6,42.1,1.97,Normal,7
2024-08-03 08:00:00+00:00,T05,33.64,1010.2,9.24,209,1.147,713.3,566.7,49.8,1.94,Normal,8
2024-08-03 09:00:00+00:00,T05,36.42,1010.5,6.44,184,1.137,199.2,117.8,46.9,3.72,Normal,9
2024-08-03 10:00:00+00:00,T05,34.6,1010.0,5.31,247,1.143,60.3,0.0,47.4,5.46,Normal,10
2024-08-03 11:00:00+00:00,T05,34.03,1011.0,4.78,264,1.147,27.6,216.1,46.3,2.83,Normal,11
2024-08-03 12:00:00+00:00,T05,34.96,1008.9,3.18,268,1.141,0.0,0.0,45.9,3.23,Normal,12
2024-08-03 13:00:00+00:00,T05,33.73,1008.7,4.25,261,1.145,9.6,0.0,44.0,2.7,Normal,13
2024-08-03 14:00:00+00:00,T05,32.36,1008.6,3.07,232,1.15,0.0,0.0,43.1,2.66,Normal,14
2024-08-03 15:00:00+00:00,T05,31.83,1009.9,4.68,251,1.154,23.2,191.5,42.7,2.72,Normal,15
2024-08-03 16:00:00+00:00,T05,30.67,1008.8,2.28,199,1.157,0.0,195.1,41.8,2.5,Normal,16
2024-08-03 17:00:00+00:00,T05,28.7,1008.5,0.4,236,1.164,0.0,0.0,41.5,2.46,Normal,17
2024-08-03 18:00:00+00:00,T05,28.51,1009.0,2.7,266,1.165,0.0,0.0,38.6,2.95,Normal,18
2024-08-03 19:00:00+00:00,T05,26.49,1009.1,5.39,219,1.173,66.8,116.3,38.5,1.87,Normal,19
2024-08-03 20:00:00+00:00,T05,25.02,1007.7,8.3,234,1.177,728.5,849.9,43.8,2.98,Normal,20
2024-08-03 21:00:00+00:00,T05,24.93,1008.4,6.55,224,1.178,218.9,279.7,37.4,2.4,Normal,21
2024-08-03 22:00:00+00:00,T05,24.54,1009.0,4.36,238,1.181,12.3,171.3,35.2,3.17,Normal,22
2024-08-03 23:00:00+00:00,T05,25.29,1009.7,5.47,263,1.179,73.7,69.5,34.6,2.82,Normal,23
2024-08-04 00:00:00+00:00,T05,24.82,1009.5,4.99,199,1.18,38.6,49.1,35.7,2.59,Normal,0
2024-08-04 01:00:00+00:00,T05,24.86,1007.8,6.18,252,1.178,157.4,414.1,35.7,3.86,Normal,1
2024-08-04 02:00:00+00:00,T05,27.46,1008.2,5.74,184,1.168,100.7,52.4,37.7,2.63,Normal,2
2024-08-04 03:00:00+00:00,T05,27.42,1010.1,4.34,189,1.171,11.8,0.0,38.6,2.69,Normal,3
2024-08-04 04:00:00+00:00,T05,28.0,1009.9,7.71,192,1.168,511.3,522.8,43.8,2.33,Normal,4
2024-08-04 05:00:00+00:00,T05,31.62,1010.0,7.43,200,1.154,425.4,802.2,46.2,1.72,Normal,5
2024-08-04 06:00:00+00:00,T05,32.26,1009.7,6.89,194,1.152,288.0,124.7,43.4,2.52,Normal,6
2024-08-04 07:00:00+00:00,T05,34.06,1011.3,7.44,212,1.147,428.3,518.1,47.9,3.01,Normal,7
2024-08-04 08:00:00+00:00,T05,33.97,1008.4,9.38,203,1.144,1270.7,1456.6,53.2,3.47,Normal,8
2024-08-04 09:00:00+00:00,T05,33.74,1008.4,6.83,267,1.145,274.9,0.0,42.2,3.11,Normal,9
2024-08-04 10:00:00+00:00,T05,33.55,1007.6,5.82,215,1.144,109.7,0.0,44.1,3.87,Normal,10
2024-08-04 11:00:00+00:00,T05,34.28,1010.3,7.71,198,1.145,511.3,448.2,46.7,2.83,Normal,11
2024-08-04 12:00:00+00:00,T05,34.13,1009.3,3.16,213,1.144,0.0,153.1,45.0,1.8,Normal,12
2024-08-04 13:00:00+00:00,T05,32.61,1009.2,6.84,216,1.15,277.1,271.2,45.0,2.96,Normal,13
2024-08-04 14:00:00+00:00,T05,32.02,1009.7,4.64,194,1.153,21.6,92.0,41.3,3.66,Normal,14
2024-08-04 15:00:00+00:00,T05,29.9,1011.1,4.15,179,1.162,7.4,0.0,41.8,2.94,Normal,15
2024-08-04 16:00:00+00:00,T05,30.13,1009.9,5.21,186,1.16,52.8,0.0,41.2,3.6,Normal,16
2024-08-04 17:00:00+00:00,T05,26.93,1010.5,7.55,206,1.173,460.9,470.7,40.2,2.16,Normal,17
2024-08-04 18:00:00+00:00,T05,27.68,1012.4,4.18,234,1.172,8.0,0.0,37.1,2.48,Normal,18
2024-08-04 19:00:00+00:00,T05,26.98,1010.2,7.16,228,1.173,352.3,303.5,38.1,2.94,Normal,19
2024-08-04 20:00:00+00:00,T05,26.61,1010.2,6.16,209,1.174,154.4,307.0,39.6,3.13,Normal,20
2024-08-04 21:00:00+00:00,T05,26.46,1013.4,4.23,232,1.178,9.1,116.7,36.4,4.71,Normal,21
2024-08-04 22:00:00+00:00,T05,23.77,1011.2,7.52,204,1.186,451.9,457.4,38.2,2.44,Normal,22
2024-08-04 23:00:00+00:00,T05,25.48,1011.0,5.6,229,1.179,86.0,0.0,37.4,2.89,Normal,23
2024-08-05 00:00:00+00:00,T05,26.71,1011.1,4.95,255,1.175,36.3,0.0,40.8,1.82,Normal,0
2024-08-05 01:00:00+00:00,T05,27.39,1012.8,5.78,250,1.174,105.1,283.4,39.6,2.77,Normal,1
2024-08-05 02:00:00+00:00,T05,26.77,1013.0,6.58,265,1.177,224.5,63.4,36.0,3.1,Normal,2
2024-08-05 03:00:00+00:00,T05,29.19,1013.9,8.15,226,1.168,668.4,553.0,40.8,2.5,Normal,3
2024-08-05 04:00:00+00:00,T05,31.46,1013.2,5.64,239,1.159,90.0,135.3,41.5,2.98,Normal,4
2024-08-05 05:00:00+00:00,T05,30.06,1012.7,9.45,212,1.164,1313.0,1246.9,50.2,3.88,Normal,5
2024-08-05 06:00:00+00:00,T05,32.85,1012.0,7.47,263,1.152,437.0,392.8,45.3,2.25,Normal,6
2024-08-05 07:00:00+00:00,T05,34.11,1013.8,5.57,229,1.149,83.1,226.7,48.2,2.88,Normal,7
2024-08-05 08:00:00+00:00,T05,34.1,1014.4,5.34,220,1.15,62.7,0.0,43.2,3.41,Normal,8
2024-08-05 09:00:00+00:00,T05,35.42,1014.9,6.76,233,1.146,260.1,404.8,51.0,3.56,Normal,9
2024-08-05 10:00:00+00:00,T05,34.16,1013.4,2.71,247,1.149,0.0,19.5,42.7,3.41,Normal,10
2024-08-05 11:00:00+00:00,T05,34.29,1014.7,2.13,186,1.15,0.0,0.0,44.6,1.49,Normal,11
2024-08-05 12:00:00+00:00,T05,33.57,1013.8,3.83,207,1.151,2.8,0.0,43.7,3.27,Normal,12
2024-08-05 13:00:00+00:00,T05,33.58,1014.0,5.52,269,1.152,78.3,391.6,46.9,2.73,Normal,13
2024-08-05 14:00:00+00:00,T05,32.51,1012.3,4.76,241,1.154,26.7,0.0,42.8,3.46,Normal,14
2024-08-05 15:00:00+00:00,T05,32.34,1014.2,4.07,240,1.157,6.0,211.3,44.1,2.56,Normal,15
2024-08-05 16:00:00+00:00,T05,29.41,1014.6,3.37,196,1.168,0.2,260.3,44.2,3.79,Normal,16
2024-08-05 17:00:00+00:00,T05,28.34,1014.2,0.72,276,1.172,0.0,143.8,40.1,1.94,Normal,17
2024-08-05 18:00:00+00:00,T05,28.55,1015.0,3.3,267,1.172,0.1,0.0,39.5,2.46,Normal,18
2024-08-05 19:00:00+00:00,T05,26.64,1016.6,1.39,254,1.181,0.0,0.0,36.5,2.3,Normal,19
2024-08-05 20:00:00+00:00,T05,24.59,1016.2,5.5,204,1.189,76.5,70.6,33.8,3.09,Normal,20
2024-08-05 21:00:00+00:00,T05,25.65,1014.4,4.54,248,1.183,17.9,0.0,35.5,2.74,Normal,21
2024-08-05 22:00:00+00:00,T05,24.71,1014.6,4.07,259,1.187,6.0,0.0,34.9,2.13,Normal,22
2024-08-05 23:00:00+00:00,T05,25.69,1014.2,5.58,222,1.182,84.0,296.8,38.7,4.29,Normal,23
2024-08-06 00:00:00+00:00,T05,26.04,1014.0,5.45,220,1.181,72.0,0.0,38.8,2.6,Normal,0
2024-08-06 01:00:00+00:00,T05,27.74,1014.4,5.54,204,1.174,80.2,41.9,38.8,2.52,Normal,1
2024-08-06 02:00:00+00:00,T05,27.76,1015.3,6.41,233,1.175,194.0,139.6,38.4,3.43,Normal,2
2024-08-06 03:00:00+00:00,T05,27.08,1016.0,4.52,203,1.179,17.2,149.9,36.5,1.92,Normal,3
2024-08-06 04:00:00+00:00,T05,29.05,1014.3,4.04,210,1.169,5.5,0.0,39.1,3.49,Normal,4
2024-08-06 05:00:00+00:00,T05,31.94,1015.3,5.99,175,1.159,130.8,0.0,42.7,1.47,Normal,5
2024-08-06 06:00:00+00:00,T05,32.16,1014.7,7.94,164,1.158,589.9,693.5,46.8,3.58,Normal,6
2024-08-06 07:00:00+00:00,T05,34.61,1013.8,7.02,230,1.148,317.9,252.4,46.3,1.78,Normal,7
2024-08-06 08:00:00+00:00,T05,34.44,1016.2,4.66,240,1.151,22.4,0.0,40.9,2.53,Normal,8
2024-08-06 09:00:00+00:00,T05,34.16,1015.5,6.0,226,1.151,132.1,0.0,42.4,3.54,Normal,9
2024-08-06 10:00:00+00:00,T05,35.97,1012.9,3.18,244,1.141,0.0,160.4,45.9,2.37,Normal,10
2024-08-06 11:00:00+00:00,T05,34.45,1014.0,4.91,187,1.148,34.1,162.7,46.1,2.5,Normal,11
2024-08-06 12:00:00+00:00,T05,32.86,1013.6,3.07,202,1.154,0.0,6.3,42.9,2.83,Normal,12
2024-08-06 13:00:00+00:00,T05,35.12,1014.5,4.22,212,1.146,8.9,0.0,44.3,2.28,Normal,13
2024-08-06 14:00:00+00:00,T05,30.61,1015.3,6.57,202,1.164,222.6,0.0,39.8,3.03,Normal,14
2024-08-06 15:00:00+00:00,T05,32.04,1015.0,4.87,250,1.159,32.0,41.8,43.3,2.74,Normal,15
2024-08-06 16:00:00+00:00,T05,30.91,1014.9,5.84,164,1.163,112.1,0.0,40.4,3.64,Normal,16
2024-08-06 17:00:00+00:00,T05,29.21,1014.5,2.77,192,1.169,0.0,9.4,39.4,2.89,Normal,17
2024-08-06 18:00:00+00:00,T05,26.18,1014.9,3.13,195,1.181,0.0,42.8,36.2,5.43,Normal,18
2024-08-06 19:00:00+00:00,T05,27.36,1013.8,3.83,188,1.175,2.8,120.7,36.9,3.14,Normal,19
2024-08-06 20:00:00+00:00,T05,24.93,1013.3,5.85,236,1.184,113.3,183.0,35.6,3.87,Normal,20
2024-08-06 21:00:00+00:00,T05,23.68,1012.2,4.6,170,1.188,20.0,0.0,32.4,2.7,Normal,21
2024-08-06 22:00:00+00:00,T05,24.78,1010.5,7.39,243,1.182,414.0,291.7,35.4,2.02,Normal,22
2024-08-06 23:00:00+00:00,T05,26.14,1012.6,4.76,246,1.179,26.7,0.0,37.2,3.36,Normal,23
2024-08-07 00:00:00+00:00,T05,26.1,1013.6,8.15,225,1.18,668.4,589.2,38.8,3.52,Normal,0
2024-08-07 01:00:00+00:00,T05,27.06,1011.6,8.25,261,1.174,708.1,925.0,44.6,2.49,Normal,1
2024-08-07 02:00:00+00:00,T05,26.87,1011.0,4.96,287,1.174,36.8,163.9,37.6,2.7,Normal,2
2024-08-07 03:00:00+00:00,T05,28.73,1011.8,8.05,230,1.168,630.2,677.8,44.5,2.73,Normal,3
2024-08-07 04:00:00+00:00,T05,28.94,1011.6,6.65,253,1.167,237.9,4.3,38.6,2.89,Normal,4
2024-08-07 05:00:00+00:00,T05,31.0,1010.6,8.64,247,1.158,877.9,1025.6,48.4,3.07,Normal,5
2024-08-07 06:00:00+00:00,T05,33.11,1012.4,6.21,248,1.152,161.8,59.2,42.5,4.01,Normal,6
2024-08-07 07:00:00+00:00,T05,33.25,1011.7,7.45,223,1.15,431.2,409.8,48.3,2.83,Normal,7
2024-08-07 08:00:00+00:00,T05,35.08,1011.4,8.06,225,1.143,633.9,357.0,50.7,2.83,Normal,8
2024-08-07 09:00:00+00:00,T05,34.6,1009.4,2.23,259,1.143,0.0,177.2,46.8,2.9,Normal,9
2024-08-07 10:00:00+00:00,T05,34.18,1010.8,3.52,231,1.146,0.7,0.0,43.5,4.21,Normal,10
2024-08-07 11:00:00+00:00,T05,34.98,1010.1,6.12,270,1.142,148.6,0.0,44.3,3.05,Normal,11
2024-08-07 12:00:00+00:00,T05,34.14,1010.4,5.6,263,1.145,86.0,290.6,45.8,4.1,Normal,12
2024-08-07 13:00:00+00:00,T05,33.79,1011.5,7.08,232,1.148,332.3,336.4,46.6,3.38,Normal,13
2024-08-07 14:00:00+00:00,T05,32.71,1009.8,5.77,249,1.15,104.0,103.3,42.5,3.1,Normal,14
2024-08-07 15:00:00+00:00,T05,32.89,1009.5,3.54,245,1.149,0.8,0.0,43.2,2.86,Normal,15
2024-08-07 16:00:00+00:00,T05,29.65,1009.9,6.33,237,1.162,180.7,305.4,42.7,3.14,Normal,16
2024-08-07 17:00:00+00:00,T05,28.58,1008.5,3.85,274,1.164,3.0,143.6,39.0,2.87,Normal,17
2024-08-07 18:00:00+00:00,T05,26.85,1010.4,5.08,243,1.173,44.0,9.0,37.2,1.72,Normal,18
2024-08-07 19:00:00+00:00,T05,26.33,1009.5,5.0,238,1.174,39.1,278.8,37.5,2.72,Normal,19
2024-08-07 20:00:00+00:00,T05,26.06,1007.6,6.74,180,1.173,256.0,168.9,37.3,3.24,Normal,20
2024-08-07 21:00:00+00:00,T05,24.37,1009.0,3.7,241,1.181,1.7,34.2,34.4,2.16,Normal,21
2024-08-07 22:00:00+00:00,T05,25.05,1008.7,5.31,192,1.178,60.3,227.5,32.8,2.06,Normal,22
2024-08-07 23:00:00+00:00,T05,26.14,1007.7,3.56,212,1.173,0.9,0.0,35.2,3.48,Normal,23
2024-08-08 00:00:00+00:00,T05,25.43,1009.2,10.71,260,1.177,2242.6,1998.5,50.6,2.42,Normal,0
2024-08-08 01:00:00+00:00,T05,25.83,1009.2,5.9,261,1.176,119.3,199.2,37.4,3.19,Normal,1
2024-08-08 02:00:00+00:00,T05,28.22,1008.2,6.04,208,1.165,137.5,121.4,36.8,2.36,Normal,2
2024-08-08 03:00:00+00:00,T05,28.67,1008.7,5.48,178,1.164,74.6,221.0,40.4,2.32,Normal,3
2024-08-08 04:00:00+00:00,T05,30.72,1010.4,6.46,218,1.158,202.7,99.8,42.7,3.14,Normal,4
2024-08-08 05:00:00+00:00,T05,32.53,1010.5,6.64,202,1.152,236.0,592.2,47.0,2.51,Normal,5
2024-08-08 06:00:00+00:00,T05,33.04,1009.9,7.6,216,1.149,476.3,438.0,46.1,4.62,Normal,6
2024-08-08 07:00:00+00:00,T05,33.11,1008.9,7.07,173,1.148,329.9,461.9,47.8,3.71,Normal,7
2024-08-08 08:00:00+00:00,T05,33.87,1009.5,6.86,239,1.146,281.4,239.4,44.3,3.61,Normal,8
2024-08-08 09:00:00+00:00,T05,34.92,1009.7,5.29,240,1.142,58.8,77.3,48.5,2.91,Normal,9
2024-08-08 10:00:00+00:00,T05,34.79,1010.4,5.28,167,1.143,58.0,0.0,44.0,2.14,Normal,10
2024-08-08 11:00:00+00:00,T05,33.03,1012.4,6.88,191,1.152,171.5,65.4,44.6,2.3,Normal,11
2024-08-08 12:00:00+00:00,T05,35.54,1010.5,4.75,192,1.14,26.2,0.0,44.8,3.29,Normal,12
2024-08-08 13:00:00+00:00,T05,33.86,1011.7,5.1,226,1.148,45.3,195.0,44.2,3.38,Normal,13
2024-08-08 14:00:00+00:00,T05,32.55,1011.6,1.06,148,1.153,0.0,0.0,43.0,2.53,Normal,14
2024-08-08 15:00:00+00:00,T05,30.29,1008.7,4.38,206,1.158,12.9,0.0,37.9,2.08,Normal,15
2024-08-08 16:00:00+00:00,T05,31.48,1010.7,4.0,201,1.156,4.9,9.4,41.4,3.9,Normal,16
2024-08-08 17:00:00+00:00,T05,28.25,1010.6,6.08,182,1.168,143.0,383.8,41.5,3.53,Normal,17
2024-08-08 18:00:00+00:00,T05,27.38,1012.1,0.17,222,1.173,0.0,0.0,37.6,2.52,Normal,18
2024-08-08 19:00:00+00:00,T05,25.31,1012.6,4.06,168,1.182,5.8,0.0,34.5,2.7,Normal,19
2024-08-08 20:00:00+00:00,T05,25.73,1011.2,4.2,171,1.179,8.5,273.9,36.8,2.79,Normal,20
2024-08-08 21:00:00+00:00,T05,25.17,1011.3,4.39,191,1.181,13.1,322.7,39.1,2.58,Normal,21
2024-08-08 22:00:00+00:00,T05,24.94,1012.0,3.67,232,1.183,1.5,9.1,33.0,2.91,Normal,22
2024-08-08 23:00:00+00:00,T05,25.3,1011.7,5.2,221,1.181,52.1,0.0,35.2,2.53,Normal,23
2024-08-09 00:00:00+00:00,T05,25.81,1011.4,6.56,202,1.178,220.8,204.9,38.7,2.97,Normal,0
2024-08-09 01:00:00+00:00,T05,27.54,1012.2,5.51,234,1.173,77.4,0.0,37.7,2.98,Normal,1
2024-08-09 02:00:00+00:00,T05,26.9,1014.0,4.88,212,1.177,32.5,30.3,37.6,1.98,Normal,2
2024-08-09 03:00:00+00:00,T05,27.36,1012.1,5.29,212,1.173,58.8,127.4,39.3,2.9,Normal,3
2024-08-09 04:00:00+00:00,T05,30.06,1014.0,4.96,230,1.165,36.8,106.0,41.2,2.98,Normal,4
2024-08-09 05:00:00+00:00,T05,32.08,1013.2,5.94,242,1.156,124.3,392.4,46.8,3.55,Normal,5
2024-08-09 06:00:00+00:00,T05,33.36,1013.8,4.58,306,1.152,19.3,138.9,44.4,2.17,Normal,6
2024-08-09 07:00:00+00:00,T05,34.44,1015.8,2.44,208,1.15,0.0,0.0,45.0,3.32,Normal,7
2024-08-09 08:00:00+00:00,T05,32.55,1012.9,6.96,252,1.154,303.9,337.9,45.6,2.77,Normal,8
2024-08-09 09:00:00+00:00,T05,35.13,1013.1,2.39,245,1.145,0.0,0.0,46.3,3.48,Normal,9
2024-08-09 10:00:00+00:00,T05,36.46,1014.4,4.5,237,1.141,16.5,0.0,46.8,2.44,Normal,10
2024-08-09 11:00:00+00:00,T05,34.64,1012.9,1.89,279,1.146,0.0,94.0,46.0,3.08,Normal,11
2024-08-09 12:00:00+00:00,T05,33.97,1012.9,3.54,257,1.149,0.8,0.0,43.8,3.36,Normal,12
2024-08-09 13:00:00+00:00,T05,33.7,1014.3,2.43,262,1.152,0.0,0.0,43.0,1.87,Normal,13
2024-08-09 14:00:00+00:00,T05,32.34,1014.9,3.63,229,1.157,1.2,134.7,43.2,2.82,Normal,14
2024-08-09 15:00:00+00:00,T05,31.78,1012.9,2.38,227,1.157,0.0,108.4,43.2,2.25,Normal,15
2024-08-09 16:00:00+00:00,T05,30.02,1013.4,1.76,250,1.165,0.0,286.8,41.4,2.52,Normal,16
2024-08-09 17:00:00+00:00,T05,30.03,1015.1,4.41,227,1.166,13.7,0.0,42.6,2.58,Normal,17
2024-08-09 18:00:00+00:00,T05,27.84,1016.0,6.13,219,1.176,150.0,175.9,38.8,1.66,Normal,18
2024-08-09 19:00:00+00:00,T05,25.79,1013.1,4.73,248,1.181,25.3,0.0,35.6,2.84,Normal,19
2024-08-09 20:00:00+00:00,T05,26.14,1015.9,4.42,206,1.183,14.0,0.0,34.9,3.35,Normal,20
2024-08-09 21:00:00+00:00,T05,26.24,1016.0,2.75,220,1.182,0.0,66.1,37.0,2.52,Normal,21
2024-08-09 22:00:00+00:00,T05,24.36,1013.6,4.89,249,1.187,33.0,240.6,36.0,2.96,Normal,22
2024-08-09 23:00:00+00:00,T05,24.7,1012.7,6.26,221,1.185,169.5,173.6,35.5,2.28,Normal,23
2024-08-10 00:00:00+00:00,T05,23.47,1015.9,5.16,245,1.193,49.3,0.0,33.1,2.63,Normal,0
2024-08-10 01:00:00+00:00,T05,27.21,1014.6,8.22,198,1.177,696.0,787.4,43.6,3.48,Normal,1
2024-08-10 02:00:00+00:00,T05,27.08,1014.9,6.78,237,1.178,264.3,192.3,38.6,3.35,Normal,2
2024-08-10 03:00:00+00:00,T05,26.75,1015.5,7.06,193,1.18,327.5,400.9,41.1,1.44,Normal,3
2024-08-10 04:00:00+00:00,T05,28.34,1014.7,6.38,248,1.173,188.9,75.7,38.6,3.91,Normal,4
2024-08-10 05:00:00+00:00,T05,30.97,1014.5,6.12,233,1.162,148.6,59.8,39.8,2.23,Normal,5
2024-08-10 06:00:00+00:00,T05,33.13,1015.3,7.07,216,1.155,197.9,555.7,45.9,3.79,Normal,6
2024-08-10 07:00:00+00:00,T05,33.61,1016.1,7.33,249,1.154,397.2,158.8,43.5,3.21,Normal,7
2024-08-10 08:00:00+00:00,T05,34.67,1016.2,7.42,218,1.15,422.5,567.5,49.3,2.92,Normal,8
2024-08-10 09:00:00+00:00,T05,34.04,1016.5,4.87,192,1.153,19.2,11.9,45.9,1.69,Normal,9
2024-08-10 10:00:00+00:00,T05,34.23,1015.2,5.27,229,1.151,57.2,180.0,44.1,3.6,Normal,10
2024-08-10 11:00:00+00:00,T05,35.61,1014.9,5.88,219,1.145,116.9,0.0,46.6,3.22,Normal,11
